playerID,yearID,Age,PA,wOBA,next_year,wOBA2,PA2,w,delta,age_to
andruel01,2021,33.0,541.0,0.2521980172145115,2022.0,0.3122634665541668,577.0,558.4203935599285,0.0600654493396553,34.0
andruel01,2022,34.0,577.0,0.3122634665541668,2023.0,0.2785446323678086,406.0,476.62665310274673,-0.03371883418635824,35.0
andujmi01,2024,29.0,319.0,0.2871035251345863,2025.0,0.3435497280377263,341.0,329.6333333333333,0.05644620290314001,30.0
aokino01,2015,33.0,392.0,0.3100695564585332,2016.0,0.313234366103006,466.0,425.80885780885785,0.003164809644472799,34.0
aokino01,2016,34.0,466.0,0.313234366103006,2017.0,0.3018448417759427,374.0,414.96190476190475,-0.011389524327063305,35.0
aquinar01,2021,27.0,204.0,0.3194719383504156,2022.0,0.2777215441111328,276.0,234.6,-0.041750394239282784,28.0
arciaor01,2016,22.0,216.0,0.2749703332500516,2017.0,0.297459239842949,548.0,309.8638743455498,0.022488906592897373,23.0
arciaor01,2017,23.0,548.0,0.297459239842949,2018.0,0.2366873471019174,366.0,438.8796498905908,-0.06077189274103156,24.0
arciaor01,2018,24.0,366.0,0.2366873471019174,2019.0,0.2602183765636641,546.0,438.2368421052632,0.023531029461746678,25.0
arciaor01,2022,28.0,234.0,0.3255238519026283,2023.0,0.3178676977785771,533.0,325.22033898305085,-0.007656154124051184,29.0
arciaor01,2023,29.0,533.0,0.3178676977785771,2024.0,0.2726018481243263,602.0,565.4026431718062,-0.04526584965425079,30.0
arciaor01,2024,30.0,602.0,0.2726018481243263,2025.0,0.2224474794821512,214.0,315.75490196078437,-0.050154368642175096,31.0
arenano01,2015,24.0,665.0,0.4079749810465627,2016.0,0.4096253010581547,696.0,680.1469507714916,0.001650320011591988,25.0
arenano01,2016,25.0,696.0,0.4096253010581547,2017.0,0.4174909050569598,679.0,687.3949090909091,0.007865603998805093,26.0
arenano01,2017,26.0,679.0,0.4174909050569598,2018.0,0.4104736676036004,673.0,675.9866863905326,-0.007017237453359415,27.0
arenano01,2018,27.0,673.0,0.4104736676036004,2019.0,0.4045799015962207,662.0,667.4546816479401,-0.005893766007379675,28.0
arenano01,2019,28.0,662.0,0.4045799015962207,2020.0,0.3106588933724464,201.0,308.3707995365006,-0.0939210082237743,29.0
arenano01,2020,29.0,201.0,0.3106588933724464,2021.0,0.3551872499201446,653.0,307.384074941452,0.04452835654769821,30.0
arenano01,2021,30.0,653.0,0.3551872499201446,2022.0,0.3990034602471844,620.0,636.0722702278083,0.043816210327039806,31.0
arenano01,2022,31.0,620.0,0.3990034602471844,2023.0,0.332822581000456,612.0,615.974025974026,-0.06618087924672844,32.0
arenano01,2023,32.0,612.0,0.332822581000456,2024.0,0.3026629252502449,634.0,622.8057784911717,-0.030159655750211067,33.0
arenano01,2024,33.0,634.0,0.3026629252502449,2025.0,0.2859653906390038,436.0,516.6803738317757,-0.016697534611241127,34.0
arozara01,2021,26.0,604.0,0.3555003019799405,2022.0,0.3458755035755077,645.0,623.8270616493195,-0.009624798404432755,27.0
arozara01,2022,27.0,645.0,0.3458755035755077,2023.0,0.3480996267662079,654.0,649.4688221709007,0.0022241231907002,28.0
arozara01,2023,28.0,654.0,0.3480996267662079,2024.0,0.3345748298711982,648.0,650.9861751152074,-0.013524796895009739,29.0
arozara01,2024,29.0,648.0,0.3345748298711982,2025.0,0.3497137900184477,709.0,677.1289609432572,0.015138960147249525,30.0
arraelu01,2021,24.0,479.0,0.2909629099447688,2022.0,0.3278093149712536,603.0,533.8946395563771,0.036846405026484785,25.0
arraelu01,2022,25.0,603.0,0.3278093149712536,2023.0,0.3417225085478937,617.0,609.9196721311475,0.013913193576640115,26.0
arraelu01,2023,26.0,617.0,0.3417225085478937,2024.0,0.297063226133284,672.0,643.3266097750194,-0.0446592824146097,27.0
arraelu01,2024,27.0,672.0,0.297063226133284,2025.0,0.2931031944375372,675.0,673.4966592427618,-0.003960031695746824,28.0
arroych01,2022,27.0,300.0,0.3108820421842657,2023.0,0.2736063264117935,206.0,244.2687747035573,-0.037275715772472184,28.0
ascheco01,2015,25.0,456.0,0.3041532712230026,2016.0,0.2854912541846567,218.0,294.9792284866469,-0.018662017038345913,26.0
asuajca01,2017,26.0,343.0,0.2863484051510391,2018.0,0.2440699697792848,218.0,266.57397504456327,-0.0422784353717543,27.0
avilaal01,2015,28.0,219.0,0.2838035397541521,2016.0,0.3286512781510313,209.0,213.88317757009344,0.044847738396879167,29.0
avilaal01,2016,29.0,209.0,0.3286512781510313,2017.0,0.35829914515528,376.0,268.6632478632479,0.029647867004248707,30.0
avilaal01,2017,30.0,376.0,0.35829914515528,2018.0,0.27537501412869,234.0,288.47213114754095,-0.08292413102659002,31.0
avilaal01,2018,31.0,234.0,0.27537501412869,2019.0,0.3331219228012747,201.0,216.24827586206897,0.057746908672584696,32.0
aybarer01,2015,31.0,638.0,0.2624954472435917,2016.0,0.2571717667900796,459.0,533.8960802187785,-0.005323680453512114,32.0
aybarer01,2016,32.0,459.0,0.2571717667900796,2017.0,0.2754813859759811,370.0,409.7225572979493,0.018309619185901516,33.0
baddoak01,2021,23.0,461.0,0.326165858920525,2022.0,0.2350512101995576,225.0,302.40524781341105,-0.09111464872096742,24.0
baddoak01,2022,24.0,225.0,0.2350512101995576,2023.0,0.29695697621628,357.0,276.03092783505156,0.061905766016722374,25.0
baderha01,2018,24.0,427.0,0.3319535244226211,2019.0,0.2984718819970363,406.0,416.2352941176471,-0.03348164242558482,25.0
baderha01,2021,27.0,401.0,0.3397312441102336,2022.0,0.2757540611641835,313.0,351.57703081232495,-0.06397718294605009,28.0
baderha01,2022,28.0,313.0,0.2757540611641835,2023.0,0.2630775918234219,344.0,327.76864535768647,-0.01267646934076161,29.0
baderha01,2023,29.0,344.0,0.2630775918234219,2024.0,0.2881469791157069,437.0,384.9628681177977,0.025069387292285028,30.0
baderha01,2024,30.0,437.0,0.2881469791157069,2025.0,0.350787696761321,501.0,466.8166311300639,0.06264071764561407,31.0
baezja01,2016,24.0,450.0,0.3202604191528784,2017.0,0.3379266152062088,508.0,477.2442588726513,0.01766619605333042,25.0
baezja01,2017,25.0,508.0,0.3379266152062088,2018.0,0.3923655491742709,645.0,568.3607979184735,0.0544389339680621,26.0
baezja01,2018,26.0,645.0,0.3923655491742709,2019.0,0.3651666462742339,561.0,600.0746268656717,-0.027198902900037014,27.0
baezja01,2019,27.0,561.0,0.3651666462742339,2020.0,0.2668833694492038,235.0,331.24371859296485,-0.09828327682503007,28.0
baezja01,2020,28.0,235.0,0.2668833694492038,2021.0,0.3630490378935609,546.0,328.57874519846354,0.09616566844435709,29.0
baezja01,2021,29.0,546.0,0.3630490378935609,2022.0,0.2959649522216945,590.0,567.1478873239437,-0.06708408567186641,30.0
baezja01,2022,30.0,590.0,0.2959649522216945,2023.0,0.2535497334965697,546.0,567.1478873239437,-0.042415218725124826,31.0
baezja01,2023,31.0,546.0,0.2535497334965697,2024.0,0.2261180339364795,289.0,377.9497005988024,-0.027431699560090173,32.0
baezja01,2024,32.0,289.0,0.2261180339364795,2025.0,0.292857542696491,436.0,347.59724137931033,0.0667395087600115,33.0
bailepa01,2023,24.0,353.0,0.2777751536746452,2024.0,0.2684614225917311,448.0,394.8664169787765,-0.009313731082914112,25.0
bailepa01,2024,25.0,448.0,0.2684614225917311,2025.0,0.256666173553733,452.0,449.99111111111114,-0.011795249037998112,26.0
bargead01,2024,25.0,224.0,0.2716618085385008,2025.0,0.3396132204253056,501.0,309.5834482758621,0.06795141188680481,26.0
barneau01,2017,28.0,262.0,0.3890757371633338,2018.0,0.2727090920559067,238.0,249.424,-0.11636664510742711,29.0
barneau01,2018,29.0,238.0,0.2727090920559067,2019.0,0.2743245055413008,242.0,239.98333333333335,0.0016154134853940683,30.0
barneau01,2021,32.0,225.0,0.2841560612116993,2022.0,0.3212579787955086,212.0,218.3066361556064,0.03710191758380932,33.0
